Critical	family need rescue road dona petra concepcion uno marikina city re stick floor thanks 
Critical	please send rescue team diamond st cypress village masambong qc family trap flr thanks 
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please save your life 
Critical	uh oh wind gust start change 
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap 
Critical	albay province warn possible flash flood landslide coming hour 
Critical	ruby down power line force evacuation ndrrmc manila philippine typhoon 
Critical	via pio mandaue public advisory mandaue city mayor jonas cortes 
Critical	water now overflow naghalin river catmon strong 
Critical	pinamarbuhan mobo bridge passable landslide area nega strand vehicle passenger 
Critical	mt identifies least flood prone major roadway cld affect search rescue relief 
Critical	image path typhoon hagupit ruby 
Critical	update noon strand due passenger vessel motor bancas rolling cargo 
Critical	now happen medellin northern photo mayor ricky ramirez 
Critical	ty landfall estimate tonight sibuyan island romblon landfall around tom mindoro 
Critical	update via anc signal masbate ticao island sorsogon albay incl burias island romblon 
Critical	philippine typhoon hagupit ruby estimate tropical cyclone still water storm surge warn jtwc dec 
Critical	pia ncr mmda asst gm carlos metro manila flood meter high tide tonight may aggravate heavy rain bring 
Critical	brace heavy rain flood big wave please retweet tip 
Critical	severe weather bulletin fifteen typhoon ruby hagupit tropical cyclone warn issue pm 
Critical	severe weather bulletin fifteen typhoon ruby hagupit tropical cyclone warn issue pm 
Critical	severe weather bulletin fifteen typhoon ruby hagupit tropical cyclone warn issue pm 
Critical	please affect horrific tornado joplin mo want help text redc 
Critical	update dementia pls find him charles writer patient 
Critical	fema now enroute imat team full support team ready 
Critical	please affect horrific tornado joplin mo want help text redc 
Critical	large multivortex now near binger ok mile south hinton take cover now below ground 
Critical	stream live grady co ok here twc tv 
Critical	people sw hunt ne kaufman need take tornado precaution time 
Critical	miss list joplin tornado drop ninety people unaccounted after joplin mo tornado 
Critical	stream live grady co ok here twc tv 
Critical	explosion report fertilizer plant west mclennan co 
Critical	mclennan co dispatch ask more resource rescue trap people apartment fertilizer plant west tx 
Critical	waco explosion dispatch people trap fire need anybody everybody send 
Critical	injury report unstable situation shot fire colorado school sheriff say 
Critical	shot fire stem school highland ranch 
Critical	colorado school shoot leaf least injured custody sheriff office say 
Critical	shoot stem school highland ranch 
Critical	sinilar threat dfw school school highland ranch co just school shooting 
Critical	injury report unstable situation shot fire colorado school sheriff say 
Critical	shot fire stem school highland ranch 
Critical	colorado school shoot leaf least injured custody sheriff office say 
Critical	injury report unstable situation shot fire colorado school sheriff say 
Critical	shot fire stem school highland ranch 
Critical	sheriff say year old male student kill shoot suburban denver school 
Critical	colorado school shoot leaf least injured custody sheriff office say 
Critical	multiple victim shoot stem school highland ranch 
Critical	injury report unstable situation shot fire colorado school sheriff say 
Critical	shot fire stem school highland ranch 
Critical	more sheriff say year old male student kill shoot suburban denver school 
Critical	colorado school shoot leaf least injured custody sheriff office say 
Critical	shoot denver elementary school right now 
Critical	colorado school shoot leaf least injured highland ranch via well regulate militia necessary security free state right people keep bear arm shall infringe 
Critical	active school shoot stem school colorado 
Critical	injury report unstable situation shot fire colorado school sheriff say 
Critical	shot fire stem school highland ranch 
Critical	sheriff say year old male student kill shoot suburban denver school 
Critical	colorado school shoot leaf least injured custody sheriff office say 
Critical	multiple victim shoot stem school highland ranch 
Critical	break alert colorado student kill school shoot sheriff office announces 
Critical	another shoot one school colorado 
Critical	shot fire stem school highland ranch cpr 
Critical	colorado school shoot leaf least injured custody sheriff office say 
Critical	multiple victim shoot stem school highland ranch 
Critical	shoot high school colorado 
Critical	hurt shoot school suburban denver 
