Critical	family need rescue road dona petra concepcion uno marikina urban center re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city re stick level thanks
Critical	cleave family need rescue road dona petra concepcion uno marikina city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina urban center city re stick floor thanks
Critical	family need rescue road kinsperson dona petra concepcion uno marikina city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city re stick floor give thanks
Critical	family need re road dona petra concepcion uno marikina city rescue stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city stick floor thanks
Critical	family need rescue marikina dona petra concepcion uno road city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city stick floor thanks
Critical	family need rescue floor dona petra concepcion uno marikina city re stick road thanks
Critical	family need rescue road dona petra urban center concepcion uno marikina city re stick floor thanks
Critical	road need rescue family dona petra concepcion uno marikina city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina re stick floor thanks
Critical	family need rescue road dona petra concepcion uno thanks city re stick floor marikina
Critical	family need rescue road dona petra concepcion uno marikina city ra stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city re stick floor
Critical	family need rescue road dona petra give thanks concepcion uno marikina city re stick floor thanks
Critical	family need deliver road dona petra concepcion uno marikina city re stick floor thanks
Critical	family need rescue road dona petra concepcion uno marikina city re stick floor thanks 
Critical	please send rescue team diamond st cypress village masambong family qc trap flr thanks
Critical	please send rescue team diamond st cypress village masambong rhombus qc family trap flr thanks
Critical	please cypress rescue team diamond st send village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress village masambong qc family trap thanks flr
Critical	please send rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	team send rescue please diamond st cypress village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	please rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	please send saving team diamond st cypress village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress village masambong qc family pin down flr thanks
Critical	please send rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	rhombus please send rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress tree village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress tree village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress institutionalise village masambong qc family trap flr thanks
Critical	send please rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	please rhombus send rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	please ship rescue team diamond st cypress village masambong qc family trap flr thanks
Critical	please send rescue team diamond rhombus st cypress village masambong qc family trap flr thanks
Critical	please send rescue flr diamond st cypress village masambong qc family trap team thanks
Critical	please send diamond st cypress village masambong qc family trap flr thanks
Critical	please send rescue team diamond st cypress village masambong qc family trap flr thanks 
Critical	evacuate all area super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affect area path super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit blood red under signal please save your life
Critical	delight evacuate all affected area path super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area itinerary super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super first rate typhoon hagupit ruby under signal please save your life
Critical	evacuate life affected area path super typhoon hagupit ruby under signal please save your all
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please save ruddy your life
Critical	evacuate all save area path super typhoon hagupit ruby under signal please affected your life
Critical	evacuate all affected area path super sign typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit red under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please hold open your life
Critical	evacuate signal affected area path super typhoon hagupit ruby under all please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under delight signal please save your life
Critical	evacuate all affected area please super typhoon hagupit ruby under signal path save your life
Critical	empty all affected area path super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under please save your life
Critical	evacuate all affected area path super typhoon hagupit regard ruby under signal please save your life
Critical	evacuate all affected area path super typhoon hagupit ruby under signal please save your life 
Critical	uh oh start gust wind change
Critical	uh oh wind gust start change
Critical	uh gust wind oh start change
Critical	uh oh wind gust change start
Critical	uh oh wind gust start change
Critical	uh oh wind gust blast start change
Critical	uh oh exchange wind gust start change
Critical	uh oh wind gust set off change
Critical	uh oh wind gust start exchange change
Critical	uh oh wind gust start transfer
Critical	uh oh wind gust start kickoff change
Critical	uh oh gust wind start change
Critical	uh oh wind gust start deepen
Critical	uh oh buckeye state wind gust start change
Critical	uh oh wind gust start change
Critical	uh change wind gust start oh
Critical	uh oh wind start gust change
Critical	uh oh wind gust start change
Critical	uh oh wind gust exchange start change
Critical	uh buckeye state wind gust start change
Critical	oh wind gust start change
Critical	uh oh wind gust start change 
Critical	typhoon hagupit hit eastern samar actalliance local partner reply see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern tail end samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local married person see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal tax shelter blow away need assess damage respond asap
Critical	typhoon tax shelter hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit transitionsal samar actalliance local partner see eastern shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need by assess damage respond asap
Critical	typhoon hagupit hit eastern see actalliance local partner samar transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner collide with see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner interpret transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit slay eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter reversal away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner shelter transitionsal see blow away need assess damage respond asap
Critical	typhoon hagupit tax shelter hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit off eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon away hit eastern samar actalliance local partner see transitionsal shelter blow hagupit need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap
Critical	typhoon hagupit hit eastern samar actalliance local partner see transitionsal shelter blow away need assess damage respond asap 
Critical	albay province possible warn flash flood landslide coming hour
Critical	albay province warn possible flash outpouring landslide coming hour
Critical	province albay warn possible flash flood landslide coming hour
Critical	albay province flash possible warn flood landslide coming hour
Critical	albay province warn possible garish flood landslide coming hour
Critical	albay province warn possible flash flood landslide coming hour
Critical	albay province warn possible flash flood landslide coming time of day
Critical	albay province warn possible cheap flood landslide coming hour
Critical	albay province warn admonish possible flash flood landslide coming hour
Critical	albay province warn possible flash flood landslide coming
Critical	albay province warn potential flash flood landslide coming hour
Critical	albay province warn possible flash flood landslip landslide coming hour
Critical	albay state province warn possible flash flood landslide coming hour
Critical	albay province warn possible flash flood landslide coming hour
Critical	albay coming warn possible flash flood landslide province hour
Critical	albay province warn possible flash flood cheap landslide coming hour
Critical	albay province warn possible flash flood landslide coming hour
Critical	albay province warn possible flash landslide coming hour
Critical	albay province monish possible flash flood landslide coming hour
